14、原则导向—服务指南清晰、界面结构合理,14、图书馆移动信息平台上发布的知识资源全面丰富、更新及时,14、图书馆移动信息平台上发布的知识资源获取便捷,14、我习惯使用图书馆移动信息平台获取知识资源内容,15、地位导向—我会参加线上知识讲座、网络课程等,15、图书馆员能够及时回复我的线上咨询,15、我通常会对图书馆移动信息平台上发布的知识内容进行评论和点赞,15、我喜欢对图书馆移动信息平台的知识资源和服务进行转发和分享，与他人互动交流,16、行为导向—我熟悉图书馆移动信息平台微知识服务的各种功能,16、我可以通过多种设备和渠道利用知识资源和服务,16、我喜欢参加图书馆的在线抽奖、赠品等激励活动,16、零碎时间我会利用图书馆移动信息平台上发布的知识资源,17、查寻行为—我喜欢自由随意地浏览图书馆移动信息平台上发布的知识资源,17、我喜欢跟踪浏览某些主题的知识资源,17、我会主动搜索自己所需要的知识内容,17、我一般是看到推送通知才会点进去看,18、选择行为—我喜欢选择与时俱进、简单易用的知识内容,18、知识资源的正确性、适用性对我的体验影响较大,18、我喜欢可以免费获取、访问便捷的知识资源,18、获取到符合要求的资源后，我会继续查看更多相关联的知识资源,18、获取到符合要求的资源后，我会把他们下载下来，以备后用,19、交流行为—我喜欢图书馆的推荐、定制、推送服务,19、我喜欢集信息发布、组织与传递多种功能、交流畅通的平台,19、如果有问题，我会在线向馆员寻求帮助,19、我喜欢利用多种方式（如一对一、群、社区等）来进行交流分享,19、我喜欢参加网上用户调查，比如参与一些在线交流反馈活动,20、关于利用高校图书馆移动信息平台微知识服务的态度方面：—我认为移动信息平台发布的知识资源内容能够满足我的知识需求,20、我认为移动信息平台知识服务功能是丰富有用的,20、我认为移动信息平台知识服务平台是高效易用的,20、我认为移动信息平台知识服务界面设计简洁清晰,20、我对图书馆微知识服务的整体水平表示满意,20、如有需要，我会继续使用图书馆的微知识服务,20、我会向周围朋友推荐或宣传图书馆的微知识服务,21、感官体验（指在使用图书馆微知识服务过程中视觉、听觉、触觉等感官产生的综合体验与利用需求）,22、信息利用（指在使用图书馆微知识服务中为解决某个问题或实现某一目标而对知识资源本身和知识服务提供的需求）,23、技术体验（指对图书馆微知识服务平台所使用的服务技术和信息表现形式方面的需求）,24、情感交互（指在使用图书馆微知识服务过程中产生的情感体验，主要体现在服务方式的人机交互和与他人的交流共享两个方面的需求）,25、自我实现（指在使用图书馆微知识服务中对自我意愿、感受、价值实现方面的评价和需求）
4,3,5,5,4,6,1,2,6,6,5,5,6,5,4,5,6,2,3,4,6,2,6,3,1,6,5,4,3,4,2,5,4,0,9,1,6,8
2,6,1,5,4,3,6,4,3,5,5,1,6,2,0,6,5,4,2,4,0,5,5,4,6,3,3,3,4,3,6,2,2,2,6,4,5,9
4,2,6,5,6,2,5,4,5,6,0,4,2,2,6,3,3,6,1,0,1,4,3,5,3,3,6,3,6,5,6,5,2,5,7,8,7,9
6,6,1,5,5,2,6,1,5,2,5,5,6,4,4,1,3,1,1,3,4,6,6,1,3,2,2,5,3,6,3,5,4,10,10,10,2,6
6,1,2,4,4,2,3,5,3,5,3,6,6,3,2,2,5,2,5,5,5,4,5,3,4,3,5,4,5,3,3,6,5,2,6,3,5,5
3,1,6,4,2,5,3,4,2,6,5,4,5,1,5,3,5,5,4,5,5,5,6,3,3,4,4,2,3,3,5,3,3,1,10,4,3,7
5,6,5,2,4,3,3,4,5,6,5,6,4,3,5,1,5,3,2,5,4,2,4,6,6,3,4,3,4,2,5,6,1,7,10,2,8,7
2,3,3,2,6,5,5,5,5,3,0,2,5,6,6,5,4,5,4,4,4,6,6,1,1,6,2,3,4,4,3,2,5,9,4,10,6,1
3,6,4,4,4,4,1,3,0,0,5,4,4,4,5,6,4,3,5,6,5,4,4,6,5,1,6,6,3,3,4,3,2,1,6,6,5,6
6,6,6,6,4,4,1,5,4,6,5,6,3,6,5,6,5,5,1,5,4,5,6,5,6,6,2,5,4,4,3,1,6,2,4,8,8,4
5,3,5,6,4,2,6,4,3,3,5,6,4,5,4,5,6,2,3,2,6,2,2,2,3,5,1,3,5,1,4,2,2,3,7,6,4,1
6,5,2,5,5,5,3,5,4,2,4,1,3,2,3,5,5,3,5,6,6,1,6,3,2,6,3,5,4,6,6,3,6,1,9,5,4,9
6,6,6,2,6,4,4,3,6,5,1,6,5,3,5,5,4,5,5,3,4,2,5,4,5,6,3,3,3,6,4,3,2,1,8,5,10,8
5,4,6,6,4,4,2,3,5,4,6,6,5,3,3,2,3,6,2,2,4,3,6,6,6,3,1,2,2,2,3,4,1,4,10,7,6,6
6,6,4,4,4,6,3,2,2,6,6,1,2,5,6,6,6,5,3,1,5,5,6,3,5,5,3,6,3,5,2,5,3,2,6,8,4,4
6,2,3,0,4,5,6,2,3,3,3,4,5,3,3,2,0,5,2,6,6,1,6,0,4,3,0,4,4,3,4,4,3,4,9,1,8,8
4,4,5,2,5,6,1,5,5,2,6,1,6,4,6,5,4,4,5,4,4,3,5,6,3,4,2,4,4,3,3,3,2,2,10,7,6,3
6,3,6,6,0,5,6,2,6,3,3,4,3,0,5,5,5,3,3,4,1,3,0,5,4,6,4,6,2,6,1,4,0,4,10,10,3,6
5,3,4,5,6,6,6,5,6,5,2,6,6,5,4,4,4,5,6,4,6,6,3,5,6,2,4,1,6,6,2,6,6,10,7,10,7,10
2,3,2,6,2,3,2,0,5,6,2,4,5,3,3,6,1,6,5,5,5,6,5,6,2,4,6,4,3,3,1,1,4,10,3,9,1,9
1,5,5,5,6,1,2,5,6,4,6,5,2,3,5,0,6,5,6,5,3,2,4,2,2,5,4,6,3,2,6,4,6,6,10,7,6,9
2,6,6,5,3,4,6,3,5,2,6,1,4,6,1,1,1,5,6,5,4,1,2,1,6,5,2,4,3,5,1,1,1,1,8,5,6,9
6,3,1,2,5,3,6,3,5,6,5,5,2,5,3,6,6,5,0,3,3,1,4,6,3,0,6,4,6,2,5,4,4,2,10,9,4,9
0,3,1,2,6,6,5,2,6,5,3,6,3,1,3,6,6,1,4,6,3,2,4,2,2,3,3,3,5,6,6,3,3,5,8,6,9,8
4,6,5,5,4,6,2,3,4,4,5,5,5,6,2,1,5,5,5,5,4,3,5,1,6,4,4,6,3,0,3,2,3,1,9,7,7,8
3,4,5,6,3,3,6,6,5,4,5,4,3,6,5,3,5,6,2,5,6,2,3,0,1,0,6,3,3,4,4,6,2,2,4,4,1,6
3,2,2,1,5,6,1,6,6,4,6,4,4,6,6,5,2,4,2,5,5,5,6,4,6,3,3,5,4,6,2,3,4,2,10,10,7,3
2,4,5,5,4,5,5,6,6,5,2,5,1,2,5,4,1,1,5,1,6,4,4,1,1,5,6,5,6,3,2,4,5,5,8,5,3,8
5,1,1,4,3,5,4,5,5,6,6,5,5,6,3,3,4,2,3,6,6,0,6,4,6,3,4,3,6,4,2,5,4,5,7,7,3,9
5,4,3,6,2,5,4,3,4,4,4,6,5,3,5,5,3,5,4,3,5,2,5,4,6,2,4,2,5,5,4,6,1,2,7,10,4,10
6,6,3,4,2,6,3,1,3,6,6,5,4,4,5,6,1,5,2,5,5,4,5,4,4,6,1,3,1,5,4,4,3,6,8,9,7,9
2,4,5,3,2,4,6,6,4,3,5,6,2,4,2,3,4,5,5,4,4,5,6,1,2,1,4,6,4,4,4,6,4,2,3,6,7,8
4,2,5,2,2,3,6,5,6,4,1,5,6,5,3,1,6,3,3,6,1,4,4,6,6,1,2,3,2,5,5,2,6,1,7,7,8,5
5,2,5,2,3,5,5,1,4,3,1,3,5,1,3,2,5,3,5,6,2,6,5,3,5,6,0,0,6,5,4,6,4,2,5,3,8,4
4,4,6,4,6,5,4,4,6,6,4,2,2,5,5,6,2,5,6,4,5,2,3,6,4,3,3,6,6,3,4,6,1,10,8,6,6,3
0,6,6,6,5,3,3,4,6,5,3,4,1,6,1,1,6,5,4,3,4,4,6,6,6,4,6,3,1,4,2,4,5,2,8,9,10,9
2,3,2,6,5,6,5,5,6,4,6,5,5,2,6,6,3,6,2,4,6,4,5,5,4,3,6,3,3,1,2,3,3,10,4,7,5,9
4,1,3,4,6,3,2,6,2,6,4,4,4,5,4,3,3,2,5,6,4,4,5,3,4,4,3,3,2,3,1,3,6,2,4,9,8,9
5,6,6,2,2,2,2,6,6,2,2,6,5,5,3,0,4,6,6,4,5,3,3,4,6,6,4,5,3,1,1,6,5,1,5,4,2,8
5,6,5,5,3,5,2,6,3,6,1,3,5,6,4,6,2,5,2,5,1,4,6,5,6,6,2,5,5,4,3,5,6,5,3,7,4,3
6,0,0,6,3,3,4,3,3,2,2,5,5,6,2,5,6,1,3,4,3,3,4,6,4,5,3,3,4,3,3,2,5,4,3,6,0,7
6,6,6,4,4,2,5,6,2,6,4,3,5,4,6,2,2,3,2,5,3,5,5,4,4,4,4,2,3,4,4,4,6,10,9,8,5,8
5,2,4,5,4,3,4,0,6,6,4,5,2,2,4,5,6,4,6,1,5,3,5,2,6,3,4,5,6,3,6,4,3,1,8,4,7,8
5,6,4,6,6,5,6,4,6,5,1,6,6,2,4,3,2,5,5,6,5,6,4,6,3,1,3,5,5,3,2,3,2,10,8,10,7,9
6,2,4,4,6,3,3,4,5,6,5,6,6,5,0,3,6,4,6,5,6,2,6,3,2,5,4,4,0,3,6,4,3,10,10,10,4,7
4,1,3,6,6,3,1,6,5,1,5,3,5,5,5,5,5,5,3,4,3,3,4,3,5,0,4,2,3,4,2,0,3,2,8,1,5,8
2,4,6,5,5,0,5,5,6,1,4,6,4,4,2,6,5,4,5,5,5,5,3,6,2,2,6,6,2,1,4,4,6,1,10,6,3,9
4,5,2,6,1,3,6,3,1,5,1,5,4,4,3,1,4,1,3,6,4,5,6,5,4,6,1,4,5,4,3,1,3,6,10,9,3,9
6,6,6,6,5,5,6,3,5,5,4,5,3,3,2,5,2,6,1,4,5,3,4,2,5,6,3,4,4,3,4,6,2,5,5,10,5,8
5,2,5,4,2,2,5,1,0,5,4,3,4,4,4,3,3,5,6,3,5,6,5,3,2,6,2,6,4,5,1,3,3,10,9,8,5,10
5,5,6,6,2,6,5,6,2,6,6,5,5,6,6,5,2,4,0,1,3,6,5,3,2,3,3,3,6,3,4,2,5,1,8,7,5,10
2,6,5,1,5,2,6,5,2,5,4,2,6,6,5,3,2,4,4,5,4,5,6,5,2,4,6,1,2,3,4,2,3,3,7,8,6,9
1,3,4,6,5,2,5,5,5,4,3,4,5,5,5,6,5,4,3,5,6,4,5,6,6,5,3,2,3,3,6,6,2,2,10,8,5,6
2,6,6,2,4,3,3,6,6,2,5,4,4,1,1,4,3,1,5,5,5,0,6,3,0,5,3,3,3,6,6,6,1,1,7,10,7,9
6,6,3,4,3,5,6,5,6,6,4,4,3,0,6,2,0,5,5,4,4,3,1,5,5,3,3,3,2,2,3,6,3,6,7,6,8,10
5,6,5,3,3,5,5,5,3,2,6,3,6,2,3,3,2,1,5,3,6,4,3,3,3,6,4,6,5,6,3,4,0,3,9,3,4,8
3,4,5,6,6,5,4,6,6,5,0,6,3,6,6,4,5,5,2,2,0,6,4,6,5,0,3,3,3,4,2,5,6,6,7,10,6,7
3,6,4,6,3,3,3,3,5,6,4,3,6,6,5,2,6,1,4,4,1,4,0,2,6,5,6,5,2,4,4,1,5,5,4,5,7,8
3,5,4,1,0,2,5,5,5,4,5,3,4,3,4,3,2,6,6,6,2,2,4,4,6,6,4,0,5,6,0,3,3,3,9,6,8,9
5,6,5,3,3,5,5,5,3,2,6,3,6,2,3,3,2,1,5,3,6,4,3,3,3,6,4,6,5,6,3,4,0,3,9,3,4,8
4,0,5,2,5,3,1,4,5,4,6,5,1,5,4,4,1,3,6,2,4,4,3,6,6,5,3,2,4,2,4,6,6,6,6,9,4,3
1,5,5,5,5,5,2,3,6,2,4,3,5,5,3,6,1,6,6,5,5,3,6,6,2,4,3,4,5,4,3,2,3,2,8,7,4,8
5,5,5,5,4,2,4,3,6,5,4,3,4,6,6,1,2,2,0,5,3,4,4,3,1,2,4,3,4,4,6,4,3,0,6,8,6,5
5,6,2,5,3,5,2,6,4,5,6,6,6,4,4,4,3,5,3,5,5,3,3,4,6,3,3,4,3,0,4,3,2,2,7,9,4,9
2,6,5,5,6,6,5,3,1,6,6,5,3,4,6,5,0,3,5,1,2,2,5,3,5,4,3,3,2,6,1,1,4,8,9,10,7,5
3,4,5,6,2,4,3,4,3,4,6,5,5,0,1,4,5,5,4,6,3,2,6,5,6,6,1,5,4,1,4,4,3,9,7,5,7,10
6,3,1,5,3,1,2,6,5,5,1,3,4,3,4,3,1,5,1,4,4,4,3,6,0,6,3,6,2,2,1,3,5,0,9,5,6,5
6,3,6,3,5,6,4,5,6,4,6,5,6,3,2,4,6,4,3,5,5,6,3,3,2,5,6,3,1,4,4,5,6,2,10,3,5,6
5,6,4,5,1,5,6,5,3,6,1,5,6,4,4,4,2,2,5,6,6,5,6,4,4,3,3,3,2,6,3,6,3,2,9,4,5,9
4,4,6,5,4,2,2,3,6,5,3,6,2,6,0,3,5,3,5,5,3,3,3,6,6,5,3,4,4,4,5,4,1,2,10,10,7,7
6,6,6,0,4,0,6,3,5,6,2,5,3,4,3,5,2,4,1,5,2,2,4,6,1,2,3,3,4,1,4,5,1,0,10,8,6,9
3,5,3,1,5,2,6,3,6,2,5,3,3,0,3,3,4,3,0,6,2,2,4,4,5,3,5,6,4,5,2,4,5,1,10,2,4,3
3,1,5,5,5,6,6,6,3,6,1,0,3,6,5,5,5,3,5,2,5,5,6,5,4,6,2,4,5,5,6,4,3,7,8,10,6,5
2,0,5,6,5,5,6,3,4,5,4,5,6,3,6,2,6,5,5,3,4,6,4,0,2,2,1,3,5,3,3,5,4,3,10,9,4,6
3,3,5,5,6,2,6,1,6,3,3,6,5,6,2,4,5,4,5,6,5,5,3,5,3,2,6,5,3,2,4,3,3,3,9,10,7,1
2,4,3,4,6,3,5,6,2,6,3,4,2,6,5,4,5,5,5,6,5,5,6,4,3,4,3,4,6,5,3,4,5,9,9,10,6,4
6,4,4,0,6,4,4,5,6,6,5,5,4,3,1,5,5,3,3,5,2,6,6,3,6,4,4,6,3,5,5,2,3,3,6,6,6,6
4,4,6,3,2,6,5,6,2,6,5,5,5,5,2,4,2,5,4,4,2,2,4,5,3,2,1,0,3,5,4,6,3,0,10,5,6,3
6,6,6,4,5,5,6,5,0,6,6,6,2,6,4,4,4,4,5,4,6,6,4,6,4,1,4,1,3,1,6,6,5,2,10,7,0,5
2,4,6,4,3,6,5,6,2,3,4,6,5,6,4,6,4,1,5,5,4,1,4,4,5,6,3,4,3,1,0,3,3,5,10,8,8,4
2,6,1,5,6,0,5,3,2,2,5,4,1,6,3,6,1,5,4,4,2,4,3,3,4,5,2,4,0,5,1,1,4,2,8,5,6,8
1,0,4,5,3,5,3,0,4,2,6,6,6,1,6,2,5,4,6,5,6,6,5,3,4,5,6,5,3,3,6,4,4,10,7,7,5,8
2,5,6,4,3,4,5,4,2,5,6,5,5,4,5,5,4,4,3,2,4,5,1,3,5,5,6,4,1,4,6,2,0,1,8,7,9,9
5,3,6,0,4,4,6,4,6,5,6,5,4,6,3,5,4,3,3,5,2,5,6,0,3,1,0,4,5,2,3,5,5,10,8,7,4,9
5,1,6,6,3,3,0,6,6,5,4,5,6,6,6,5,4,3,1,0,3,6,1,3,1,0,3,5,1,4,6,6,1,0,10,8,0,5
4,3,5,0,4,3,4,3,6,5,5,3,5,3,1,3,5,1,4,5,6,2,6,5,2,1,1,2,4,0,3,6,5,0,7,6,6,8
6,6,4,6,4,4,4,2,3,2,2,4,5,6,2,6,3,1,0,5,5,6,6,4,4,6,2,3,6,4,2,6,6,0,6,2,4,4
5,6,6,6,4,5,1,5,6,4,2,0,2,5,3,4,6,4,4,1,1,4,1,5,3,6,1,4,3,4,6,6,6,0,9,5,1,9
2,6,4,4,4,2,5,6,4,3,6,1,6,0,1,3,3,3,6,4,1,3,4,2,3,5,6,3,6,5,6,0,2,3,10,7,6,9
5,1,4,3,4,2,2,4,4,5,5,5,3,5,4,4,5,5,2,4,5,4,4,6,5,5,3,4,6,4,2,3,3,6,5,7,5,9
6,5,3,5,3,5,5,4,3,5,6,6,6,5,6,4,6,5,5,2,1,6,6,6,3,6,5,3,6,6,3,6,6,6,7,10,4,3
5,4,0,4,2,6,5,3,5,6,6,4,5,5,5,3,4,2,3,6,6,4,4,2,4,4,3,6,2,3,5,3,3,6,8,3,6,7
6,1,2,6,5,4,1,2,4,4,5,6,6,1,3,4,5,6,6,4,4,3,3,4,4,6,4,3,6,4,3,3,2,5,8,9,4,6
6,3,4,1,2,5,2,6,1,5,1,2,5,5,4,4,4,6,5,4,4,5,6,2,4,6,5,5,4,3,4,3,5,4,10,8,3,7
5,3,6,2,4,5,5,6,4,6,1,2,4,3,5,3,6,4,0,5,2,5,5,5,4,6,4,2,6,6,5,3,3,3,5,3,8,4
6,5,5,3,3,2,4,4,4,5,4,0,6,6,3,6,5,5,1,3,5,5,6,3,4,3,4,5,2,3,6,5,6,3,7,7,6,7
3,5,2,5,3,3,3,5,6,2,4,5,6,5,3,6,3,5,4,2,3,5,6,6,5,5,6,6,2,5,1,5,4,4,7,1,6,3
5,4,0,4,5,5,1,5,4,4,2,4,6,5,6,6,2,0,3,3,5,3,0,3,3,4,6,3,4,5,2,3,2,3,4,8,5,6
5,2,5,6,5,5,6,6,5,6,3,1,3,4,5,4,5,6,4,5,4,3,6,6,5,1,1,5,4,2,3,1,4,10,7,8,4,7
2,5,4,4,5,3,6,6,5,5,4,6,4,5,6,4,5,4,4,3,4,5,1,5,1,6,3,1,5,4,4,2,4,10,7,8,5,9
4,1,0,5,4,5,5,6,6,2,1,5,5,5,5,5,5,5,6,4,6,5,5,3,1,3,2,6,5,6,3,4,6,0,9,7,8,4
4,2,4,2,6,4,0,0,6,6,3,4,3,3,6,1,1,2,4,6,2,1,3,5,6,6,3,2,3,3,4,3,6,10,5,9,9,8
6,6,6,5,5,4,4,1,4,6,3,5,5,6,6,5,3,6,4,3,3,4,1,0,5,2,2,4,6,4,4,2,2,6,7,5,8,8
2,1,6,3,6,1,6,6,5,1,2,3,2,6,6,4,4,5,3,5,6,3,4,5,4,5,5,4,6,4,6,2,6,0,5,4,6,8
6,4,1,1,1,6,5,6,2,5,1,6,3,3,6,6,4,5,4,6,5,1,0,6,5,5,1,4,3,2,6,4,4,0,10,5,6,9
3,4,4,5,4,0,6,2,3,6,4,6,6,2,3,3,6,6,6,5,4,3,6,1,5,5,3,0,3,3,6,5,3,4,6,9,9,7
1,6,6,3,4,6,0,2,4,4,6,4,6,2,2,6,3,3,5,5,2,4,6,5,4,5,3,1,1,1,3,1,2,3,5,5,6,10
3,6,4,6,4,3,3,4,1,2,5,6,6,3,3,3,0,5,3,5,5,2,5,2,0,4,3,6,2,2,5,6,3,0,7,6,6,6
6,3,2,5,6,4,2,3,5,6,2,6,5,3,5,0,3,3,6,4,5,6,6,5,6,5,1,6,0,6,4,4,6,3,10,10,0,9
5,6,5,0,4,6,3,5,6,6,0,6,1,6,5,6,2,4,1,5,2,5,3,3,4,4,3,2,5,3,3,5,2,10,9,6,0,4
0,3,3,5,5,5,5,4,2,4,4,0,6,4,3,6,6,6,4,3,4,5,3,6,1,5,4,2,1,1,5,4,3,2,6,6,9,9
6,3,4,6,6,2,6,3,1,6,6,6,6,6,5,4,6,1,3,5,4,5,4,5,4,3,1,3,2,1,4,3,6,3,10,7,7,8
5,6,6,4,5,5,1,2,5,3,4,5,6,3,4,6,5,3,5,6,6,6,4,5,5,0,1,3,3,6,4,1,3,0,9,8,6,8
6,4,5,5,0,3,1,5,4,4,4,5,3,4,6,4,6,2,4,6,5,4,3,5,6,3,4,4,3,3,5,6,6,9,8,9,3,4
6,5,4,4,6,6,0,4,2,4,5,2,2,2,2,5,3,4,3,5,6,2,6,5,5,5,5,3,3,3,6,4,6,0,1,6,3,10
6,6,5,6,2,4,1,6,3,6,3,2,4,2,3,6,4,6,6,4,2,3,5,4,2,6,5,4,1,3,3,1,5,10,8,4,7,5
4,5,5,5,5,5,3,4,3,6,6,4,5,6,6,6,6,3,6,2,5,2,6,2,0,3,5,4,4,3,6,6,4,3,2,9,7,4
6,4,4,6,3,6,4,4,5,1,6,3,5,2,6,5,3,2,0,3,2,6,3,4,6,3,6,5,5,3,1,4,4,10,10,9,7,8
3,3,5,3,3,6,6,4,6,2,3,6,5,6,2,2,1,5,5,3,3,0,5,5,1,6,4,4,4,2,6,3,3,2,7,5,6,7
3,5,2,3,4,6,6,3,1,1,4,3,5,3,2,2,6,2,3,2,5,3,5,6,2,4,0,5,0,0,4,1,4,4,6,10,3,6
4,6,1,4,4,3,3,6,3,5,5,6,2,5,0,4,4,1,4,4,4,6,0,3,3,3,5,3,5,3,3,4,1,2,5,7,4,10
2,6,3,0,2,5,3,6,5,5,5,6,1,1,6,4,6,5,5,3,2,6,5,2,6,5,5,6,5,5,6,4,4,3,7,8,8,5
4,5,5,6,5,3,6,5,5,2,1,1,3,4,4,3,3,1,3,3,3,4,6,5,5,4,6,4,2,3,6,4,6,3,10,8,4,8
5,5,2,1,5,5,6,3,3,2,3,6,5,2,5,5,5,5,4,6,5,6,4,2,4,4,5,5,0,3,5,4,4,2,6,3,1,6
3,1,2,5,5,3,1,5,6,5,3,4,5,6,6,4,3,5,5,5,1,6,3,5,2,2,5,3,3,5,4,6,3,2,8,10,4,9
3,5,3,4,5,4,6,2,1,6,2,6,1,4,3,3,4,6,6,3,3,5,6,4,3,3,3,1,3,2,2,5,4,5,10,6,6,4
6,6,6,5,4,4,6,6,6,5,4,3,3,5,0,3,1,6,3,2,6,5,3,6,6,1,3,4,4,3,4,0,4,1,10,4,10,9
6,4,6,5,6,5,5,2,5,3,5,6,6,4,6,4,3,5,5,0,2,5,6,6,3,5,5,2,2,4,4,3,2,9,7,5,4,5
6,6,2,6,5,2,2,2,1,4,6,3,4,4,5,4,0,5,2,4,4,4,4,3,6,3,2,4,3,6,3,5,4,0,10,10,9,8
3,4,4,6,4,6,6,3,4,1,3,3,5,5,3,0,0,5,3,4,4,1,3,6,5,1,4,6,6,6,5,5,4,7,10,6,5,6
2,2,4,5,4,0,5,0,1,1,1,2,6,2,5,4,4,3,3,3,2,3,5,2,3,3,5,2,4,6,4,3,6,2,6,4,6,8
5,4,4,6,5,2,5,3,6,5,5,5,4,4,4,3,3,5,3,6,2,3,0,1,6,5,3,6,1,5,6,1,4,1,3,7,1,9
6,4,6,1,4,3,4,0,4,3,5,4,6,3,3,5,4,6,6,2,4,4,6,6,1,4,4,1,6,5,2,5,4,4,10,7,4,5
4,2,5,3,4,4,3,3,6,4,4,6,4,6,6,6,2,6,4,4,2,5,6,3,4,3,2,4,0,4,6,1,6,5,9,7,5,6
4,5,5,5,2,4,4,6,4,6,5,3,5,4,6,4,3,3,3,5,5,6,5,5,4,5,3,3,4,4,2,6,6,3,10,3,2,9
6,6,5,4,4,5,3,2,5,5,3,5,3,3,3,4,5,3,4,5,2,5,6,4,5,6,2,3,1,2,3,5,4,1,10,8,4,3
5,4,5,6,6,1,6,4,6,3,3,6,1,5,5,3,2,2,5,6,4,5,4,0,4,5,2,3,6,2,6,3,3,6,5,4,4,7
2,3,6,3,4,5,5,1,4,5,6,4,3,6,5,2,4,4,3,3,5,6,4,5,5,6,6,6,2,5,6,4,5,2,10,9,4,8
5,6,5,3,0,4,2,1,6,6,5,4,3,4,4,1,4,3,6,4,3,6,2,3,5,5,4,6,6,5,4,1,6,1,9,4,7,3
3,2,6,5,3,3,6,2,2,4,5,3,3,4,6,3,5,3,4,5,4,5,5,4,4,3,3,6,5,3,2,3,3,4,8,9,7,10
2,5,4,6,3,3,2,4,4,4,4,5,3,5,2,4,5,5,4,4,4,3,6,3,2,2,5,0,4,3,5,6,2,5,8,7,3,9
4,6,5,5,6,6,3,6,4,4,3,2,6,2,4,5,3,3,1,4,5,6,6,4,3,4,6,6,0,4,6,3,6,10,6,9,8,6
4,1,5,2,5,5,2,6,3,5,5,6,6,3,0,3,5,5,4,6,6,4,5,1,5,0,4,5,5,4,3,3,3,10,4,8,6,5
0,1,1,5,5,6,4,4,6,4,2,5,5,5,6,5,4,3,6,4,4,3,5,5,4,3,6,4,3,3,4,5,5,1,8,7,8,1
6,0,5,2,6,0,6,2,5,3,4,6,2,4,5,3,5,2,0,6,2,4,5,6,6,3,2,5,4,5,6,4,3,1,7,7,8,8
3,6,6,3,6,6,3,4,6,5,4,1,3,4,6,6,1,3,4,6,5,1,0,4,3,5,0,3,3,4,4,5,4,1,8,10,1,7
5,5,0,6,5,4,0,2,5,6,5,4,1,5,5,6,0,4,6,1,5,3,5,6,3,4,3,3,6,6,3,5,6,0,6,7,2,6
6,6,2,6,5,0,3,0,4,6,4,6,5,6,4,4,4,5,2,4,5,4,3,4,1,6,3,3,3,3,5,4,4,1,9,4,4,6
6,2,1,6,3,4,5,5,2,4,5,3,5,2,6,6,4,6,3,3,4,4,3,6,2,5,1,6,4,3,2,4,0,10,4,8,9,5
6,4,6,6,3,6,5,6,6,5,5,5,3,4,6,3,6,5,6,6,5,3,6,5,4,5,4,3,3,6,2,5,3,0,8,8,2,10
5,3,1,5,5,4,3,2,5,5,6,3,1,5,5,5,5,4,3,4,3,5,5,6,6,6,4,2,6,0,3,5,3,1,4,9,4,6
4,6,5,4,1,4,1,3,6,4,6,5,5,3,4,4,4,2,3,4,4,6,4,4,5,3,4,4,4,3,4,5,6,7,3,8,5,5
3,4,5,3,0,4,5,6,6,5,1,2,3,5,6,5,0,4,1,6,5,5,5,4,2,4,0,4,5,3,6,2,3,5,8,9,1,8
5,3,4,2,5,3,2,2,3,5,2,5,5,1,1,6,6,2,5,1,4,6,5,6,5,6,4,5,3,1,3,5,6,0,9,7,8,4
5,2,6,6,6,2,5,2,2,5,0,6,3,1,4,6,6,2,5,2,1,4,5,5,5,4,3,5,5,1,4,3,4,3,8,8,5,9
6,5,3,5,6,3,3,4,6,6,1,6,3,6,3,3,3,6,5,2,4,4,5,5,6,5,3,4,4,3,3,3,6,1,5,10,7,4
6,4,5,3,4,4,5,0,5,6,6,3,5,4,5,5,5,4,4,6,6,6,4,3,3,5,5,4,3,4,3,3,4,0,4,10,8,8
3,2,2,5,4,1,5,6,4,5,3,4,3,4,3,5,3,5,5,2,3,1,2,6,3,5,4,6,5,5,3,4,4,2,10,3,7,10
6,4,5,3,2,5,6,2,5,4,4,6,4,5,3,3,5,2,6,3,3,4,6,6,5,3,0,5,3,2,6,4,6,1,9,8,7,7
5,5,4,1,2,3,6,5,3,5,4,6,5,3,6,4,5,6,4,3,2,6,4,5,6,4,3,6,5,3,4,6,6,4,7,5,6,7
5,3,6,3,4,6,5,3,6,4,4,0,5,2,4,5,5,6,1,5,6,5,0,4,6,6,6,3,6,1,3,0,3,9,10,9,7,9
6,6,0,4,4,5,4,4,4,4,4,6,3,3,4,6,2,3,3,6,4,4,2,6,6,3,4,3,5,2,4,3,2,2,7,5,5,3
5,4,5,5,6,4,5,2,5,3,3,4,5,5,3,3,4,3,2,6,2,6,5,6,6,6,3,1,3,3,4,3,4,10,9,7,6,6
5,3,6,3,2,6,3,6,2,6,5,0,3,3,3,6,6,5,4,2,4,4,6,3,5,6,2,3,4,5,5,6,4,2,6,10,6,9
6,6,5,1,1,4,3,3,4,4,5,0,3,1,3,1,2,5,3,4,3,4,4,2,6,6,4,6,3,4,5,6,5,0,7,9,7,9
2,1,0,6,5,4,3,5,4,1,5,1,6,5,6,3,2,3,4,4,4,5,3,4,4,3,2,2,3,4,5,5,4,4,7,8,7,9
5,0,0,4,4,2,5,6,5,6,6,1,5,2,0,5,4,2,5,2,6,1,0,5,4,2,3,5,1,3,4,4,5,1,8,5,6,8
4,6,6,6,2,3,3,3,6,3,6,6,5,5,6,4,5,5,6,6,4,5,4,6,6,5,3,5,6,6,4,3,5,5,8,4,7,7
